SET_ID,TS_CNT,BANK_ID,DEL_FLG,EEFC_FLG,END_DATE,FCNR_FLG,LCHG_TIME,RCRE_TIME,RULE_CODE,SCHM_CODE,SCHM_DESC,SCHM_TYPE,LEASE_TYPE,PRODUCT_ID,START_DATE,ACCT_PREFIX,FD_CR_BACID,FD_DR_BACID,FX_TRAN_FLG,PDC_APP_FLG,QIS_INT_FLG,REBATE_PCNT,RPC_PURPOSE,SCHM_NATURE,SECURED_FLG,CHQ_ALWD_FLG,CUST_MAX_AGE,CUST_MIN_AGE,INT_COLL_FLG,INT_PAID_FLG,ISTISNA_TYPE,LCHG_USER_ID,NRE_SCHM_FLG,PEN_COLL_FLG,PRODUCT_CODE,PRODUCT_TYPE,PS_FREQ_TYPE,RCRE_USER_ID,COMP_DATE_FLG,CS_SCHM_MESG1,CS_SCHM_MESG2,DISC_RATE_FLG,KONFORMNA_FLG,PARKING_BACID,PRODUCT_GROUP,STOCK_INT_FLG,STP_CR_DR_IND,TENOR_IND_FLG,TOT_MOD_TIMES,UEI_RECAL_FLG,ALT1_SCHM_DESC,DFLT_INST_TYPE,FWD_IJARAH_APP,INT_COLL_BACID,INT_PAID_BACID,PEN_COLL_BACID,PREF_LANG_CODE,REPRICING_PLAN,STAFF_SCHM_FLG,SUB_RCVD_BACID,CHRGE_OFF_BACID,FIXEDTERM_MNTHS,FIXEDTERM_YEARS,INT_PANDL_BACID,LEVY_TAX_DESC_1,LEVY_TAX_DESC_2,LEVY_TAX_DESC_3,LEVY_TAX_PCNT_1,LEVY_TAX_PCNT_2,LEVY_TAX_PCNT_3,PRFT_PAYOUT_FLG,PRODUCT_CONCEPT,PRODUCT_SRL_NUM,RETENTION_BACID,SCHM_SHORT_NAME,SERV_CHRG_BACID,ACCT_INT_APP_FLG,BOOK_TRAN_SCRIPT,COM_TRAN_REQ_FLG,DISC_RATE_FLG_CR,GEN_DTLS_APP_FLG,GL_SUB_HEAD_CODE,INT_FREQ_DAYS_DR,INT_FREQ_TYPE_CR,INT_FREQ_TYPE_DR,INT_SLAB_APP_FLG,INT_WAIVER_BACID,LEVY_TAX_BACID_1,LEVY_TAX_BACID_2,LEVY_TAX_BACID_3,LOAN_INT_APP_FLG,MARGIN_MNY_BACID,MIS_CODE_APP_FLG,PD_INDICATOR_FLG,PS_FREQ_CAL_BASE,PS_FREQ_START_DD,PS_FREQ_WEEK_DAY,PS_FREQ_WEEK_NUM,SP_UEI_IN_PAYOFF,SUB_INCOME_BACID,SYN_AGENT_SCHEME,TAX_WAIVER_BACID,TRAN_REF_NUM_FLG,UEI_AMORT_METHOD,ACCT_MAINT_PERIOD,ADVANCE_INT_BACID,ADV_PYMNT_APP_FLG,INT_RATE_BASED_ON,LIM_LEVEL_INT_FLG,MUD_POOL_PROD_FLG,NEW_ACCT_DURATION,PENAL_PANDL_BACID,PS_FREQ_HLDY_STAT,RENT_WAIVER_BACID,SCHM_SUPR_USER_ID,STP_CR_INT_RECALC,STP_DR_INT_RECALC,TDS_PARKING_BACID,TERMINATION_PANDL,TRAN_RPT_CODE_FLG,ACCT_CLS_FORM_NAME,ACCT_OPN_FORM_NAME,CHQ_STOP_EXCP_CODE,CLG_TRAN_EXCP_CODE,COMMIT_CALC_METHOD,CS_SCHM_NATL_MESG1,CS_SCHM_NATL_MESG2,DAILY_COMP_INT_FLG,DEALER_CONTR_BACID,DFLT_CLG_TRAN_CODE,DISB_SCHDL_APP_FLG,DORM_ACCT_CRITERIA,FLOAT_INT_TBL_CODE,INT_FREQ_MONTHS_DR,INT_PANDL_BACID_CR,INT_PANDL_BACID_DR,OFTI_SCHM_RTN_NAME,PASS_REBATE_ONLINE,PEG_INT_FOR_AC_FLG,REPRICING_YEAR_IND,SERV_CHRG_COLL_FLG,TURNOVER_FREQ_TYPE,TURNOVER_HLDY_STAT,TURNOVER_RCRE_DATE,ACCT_FREZ_EXCP_CODE,ADDITIONAL_CAL_BASE,AGE_RANGE_EXCP_CODE,CASH_TRAN_EXCP_CODE,CHQ_CAUTN_EXCP_CODE,INTCALC_TRAN_SCRIPT,MERGE_INT_PTRAN_FLG,MICR_CHQ_CHRG_BACID,OVDU_INT_PAID_BACID,PD_GL_SUB_HEAD_CODE,PREF_LANG_SCHM_DESC,PROFIT_CONTRIBUTION,RENT_LOSSLINE_BACID,REPRICING_EXCP_CODE,REPRICING_FREQ_DAYS,XFER_TRAN_EXCP_CODE,ACCT_MAINT_FORM_NAME,ALT1_SCHM_SHORT_NAME,CHQ_PROV_BY_BANK_FLG,CHQ_REJECT_EXCP_CODE,INT_FREQ_CAL_BASE_CR,INT_FREQ_CAL_BASE_DR,INT_FREQ_START_DD_CR,INT_FREQ_START_DD_DR,INT_FREQ_WEEK_DAY_CR,INT_FREQ_WEEK_DAY_DR,INT_FREQ_WEEK_NUM_CR,INT_FREQ_WEEK_NUM_DR,ISLAMIC_PRODUCT_TYPE,NEXT_ACCT_NUM_PREFIX,PD_DR_TRAN_EXCP_CODE,PENAL_INT_COLL_BACID,REBATE_BENEFIT_BACID,REB_CLAWBACK_APP_FLG,REFIN_SUBSDY_APP_FLG,REPRICING_FREQ_MNTHS,ACCT_TURNOVER_DET_FLG,BEL_MIN_BAL_EXCP_CODE,CLS_PEND_CC_EXCP_CODE,CLS_PEND_SI_EXCP_CODE,INT_FREQ_HLDY_STAT_CR,INT_FREQ_HLDY_STAT_DR,MIN_POSTING_WORKCLASS,PD_INT_CALC_EXCP_CODE,SYST_GEN_ACCT_NUM_FLG,ACCT_CLOSURE_CHRG_DAYS,BUILDER_MASTER_APP_FLG,CHQ_NOT_ALWD_EXCP_CODE,CHQ_NOT_ISSU_EXCP_CODE,CHQ_UNUSABLE_EXCP_CODE,CLS_PEND_CHQ_EXCP_CODE,CLS_PEND_INT_EXCP_CODE,DEP_INSTALL_PAYOUT_FLG,DORMANT_ACCT_CHRG_DAYS,EMP_OWN_ACCT_EXCP_CODE,INTERNAL_NOTES_APP_FLG,INT_COMPOUNDING_FRQ_CR,ISLAMIC_SCHEME_PRODUCT,LIMIT_NODE_EXPIRY_EXCP,OVERRIDE_DEF_EXCP_CODE,PAY_PRFT_AT_ACTUAL_FLG,RECOVER_LOSSLINE_BACID,REL_PARTY_DTLS_APP_FLG,TURNOVER_FREQ_START_DD,TURNOVER_FREQ_WEEK_DAY,TURNOVER_FREQ_WEEK_NUM,ACCT_CLOSURE_CHRG_MNTHS,AUTO_RENEWAL_PERIOD_FLG,DEP_INSTALL_PAYOUT_FREQ,DORMANT_ACCT_CHRG_MNTHS,DR_AGAINST_CC_EXCP_CODE,INACTIVE_ACCT_CHRG_DAYS,INT_PAID_COLL_CRNCY_FLG,MULTI_SRC_REPAY_APP_FLG,NEGATIVE_LIEN_EXCP_CODE,OVDU_INT_PANDL_BACID_CR,PARTITION_MANDATORY_FLG,PAST_DUE_INT_COLL_BACID,SANCT_LIM_EXP_EXCP_CODE,VAL_DATE_TRAN_EXCP_CODE,XFER_IN_INT_DETAILS_FLG,ACCT_IN_CR_BAL_EXCP_CODE,ACCT_IN_DR_BAL_EXCP_CODE,ACCT_REFERENCE_EXCP_CODE,BACK_DATE_TRAN_EXCP_CODE,CASH_WD_WO_CHQ_EXCP_CODE,CHQ_ISSUED_ACK_EXCP_CODE,EXTRA_PYMNT_SCHL_APP_FLG,FIN_AMT_EXCEED_EXCP_CODE,INACTIVE_ACCT_CHRG_MNTHS,ISTISNA_INVESTMENT_BACID,LEVY_TAX_MERGE_PTRAN_FLG,MINOR_CHQ_ISSU_EXCP_CODE,PEN_CHRG_NCALC_EXCP_CODE,PRINCIPAL_LOSSLINE_BACID,STALE_INSTRMNT_EXCP_CODE,UNVERIFIED_SPP_EXCP_CODE,USER_DEFINED_PRC_APP_FLG,ACCT_OPN_MATRIX_EXCP_CODE,DISB_AMT_EXCEED_EXCP_CODE,FLOAT_REPRICING_FREQ_DAYS,INTROD_NEW_CUST_EXCP_CODE,INTROD_NOT_CUST_EXCP_CODE,LOOKBACK_PERD_FOR_PASTDUE,MEMO_PAD_EXISTS_EXCP_CODE,MIN_COMMIT_CHRG_UTIL_PCNT,PARLL_IST_WORK_PROG_BACID,PEG_REVIEW_PREF_FROM_CUST,PREF_LANG_SCHM_SHORT_NAME,SI_PRE_FIX_CHRG_EXCP_CODE,DR_OPER_ACCT_IF_NO_BAL_FLG,FLOAT_REPRICING_FREQ_MNTHS,INSUFF_AVAIL_BAL_EXCP_CODE,INTER_SOL_CLOSURE_ALWD_FLG,INT_CR_CUST_DIFF_EXCP_CODE,INT_DR_CUST_DIFF_EXCP_CODE,INVALID_INSTRMNT_EXCP_CODE,INVALID_RPT_CODE_EXCP_CODE,LIAB_EXCEED_GROUP_LIM_EXCP,MOD_OF_PEG_INT_ALLOWED_FLG,SANCT_EXCEED_LIM_EXCP_CODE,ACCT_NAME_CHANGED_EXCP_CODE,CLS_PEND_REVERSAL_EXCP_CODE,DFLT_INT_PAR_CHNG_EXCP_CODE,INT_COMPOUNDING_REST_FLG_CR,ISO_AUTO_TOD_GRNT_EXCP_CODE,ISO_USER_TOD_GRNT_EXCP_CODE,ISTISNA_WORK_PROGRESS_BACID,SCRIPT_VALUE_DATE_EXCP_CODE,RENT_RECOVERY_LOSSLINE_BACID,ACCT_LINKED_INVT_ID_EXCP_CODE,PARLL_ISTISNA_PRFT_ACCT_BACID,PARLL_IST_INVSTMNT_ACCT_BACID,PAST_DUE_PENAL_INT_COLL_BACID,OVERIDE_DEF_MIN_BAL_PARAM_EXCP,updated_at
ALL,1,1,N,N,2099-12-31T00:00:00.000000,N,2019-04-03T17:03:55,2019-04-03T16:57:37,,SD075,CHAMATKARIK BACHAT KHATA-GENERAL,SBA, ,,1900-01-01T00:00:00.000000,57,,,N, ,N,0.0, ,N, ,Y,0.0,0.0,N,Y, ,AP2688,N, ,, ,M,AP1268, ,GROWING TOGETHER,,N, ,,OLD,N, ,N,0, ,,, ,,AIPSD075,,INFENG, ,N,,,0.0,0.0,,,,,0,0,0, ,,,,,, ,, , , ,,0.0, , , ,,,,, ,, , ,,31,0, , ,, ,,N, , ,, , ,N, ,3,INTEXPSD075,N,,,N,N,,,N,sbfe3250,sbfe3201,SF3,, ,,,N,,, ,0,,0.0,INTEXPSD075,INTEXPSD075,SB_ofti_schm_rtn, ,N, ,N, , ,,AF3,0,,,SH3,,N,,,,, ,,,0.0,,sbff0001,,Y,,,,0,0,0,0, , , ,CANUM,,,, , ,0.0,N,BB2,AG3,AE3, , ,10.0,,Y,0, ,,BZ3,UN3,AH3,SN3, ,0,SJ3, , , ,,, ,, ,0,0, ,6, , ,0,SK3,0,X, ,,, ,,,VL2,N,,AD3,RA3,DN3,WC2,AI3, ,,0,, ,,,,AY3,AJ3, ,,,0.0,,,0,MP1,0,, ,,,Y,0.0,,N,MS1,MC1,,,, ,,AZ2,OU3,DI3, ,,,,,,,,,,,2024-08-07 06:49:28.538
ALL,1,1,N,N,2099-12-31T00:00:00.000000,N,2019-04-03T17:07:04,2019-04-03T17:05:02,,SD076,CHAMATKARIK BACHAT KHATA-GENERAL,SBA, ,,1900-01-01T00:00:00.000000,57,,,N, ,N,0.0, ,N, ,Y,0.0,0.0,N,Y, ,AP2688,N, ,, ,M,AP1268, ,GROWING TOGETHER,,N, ,,OLD,N, ,N,0, ,,, ,,AIPSD076,,INFENG, ,N,,,0.0,0.0,,,,,0,0,0, ,,,,,, ,, , , ,,0.0, , , ,,,,, ,, , ,,31,0, , ,, ,,N, , ,, , ,N, ,3,INTEXPSD076,N,,,N,N,,,N,sbfe3250,sbfe3201,SF3,, ,,,N,,, ,0,,0.0,INTEXPSD076,INTEXPSD076,SB_ofti_schm_rtn, ,N, ,N, , ,,AF3,0,,,SH3,,N,,,,, ,,,0.0,,sbff0001,,Y,,,,0,0,0,0, , , ,CANUM,,,, , ,0.0,N,BB2,AG3,AE3, , ,10.0,,Y,0, ,,BZ3,UN3,AH3,SN3, ,0,SJ3, , , ,,, ,, ,0,0, ,6, , ,0,SK3,0,X, ,,, ,,,VL2,N,,AD3,RA3,DN3,WC2,AI3, ,,0,, ,,,,AY3,AJ3, ,,,0.0,,,0,MP1,0,, ,,,Y,0.0,,N,MS1,MC1,,,, ,,AZ2,OU3,DI3, ,,,,,,,,,,,2024-08-07 06:49:28.538
ALL,1,1,N,N,2099-12-31T00:00:00.000000,N,2019-04-03T18:10:24,2019-04-03T18:00:35,,SD069,CHAMATKARIK BABU NANI BACHAT KHATA,SBA, ,,1900-01-01T00:00:00.000000,57,,,N, ,N,0.0, ,N, ,Y,0.0,0.0,N,Y, ,FINADMIN,N, ,, ,M,AP1268, ,GROWING TOGETHER,,N, ,,OLD,N, ,N,0, ,,, ,,AIPSD069,,INFENG, ,N,,,0.0,0.0,,,,,0,0,0, ,,,,,, ,, , , ,,0.0, , , ,,,,, ,, , ,,31,0, , ,, ,,N, , ,, , ,N, ,3,INTEXPSD069,N,,,N,N,,,N,sbfe3250,sbfe3201,SF3,, ,,,N,,, ,0,,0.0,INTEXPSD069,INTEXPSD069,SB_ofti_schm_rtn, ,N, ,N, , ,,AF3,0,,,SH3,,N,,,,, ,,,0.0,,sbff0001,,Y,,,,0,0,0,0, , , ,CANUM,,,, , ,0.0,N,BB2,AG3,AE3, , ,10.0,,Y,0, ,,BZ3,UN3,AH3,SN3, ,0,SJ3, , , ,,, ,, ,0,0, ,6, , ,0,SK3,0,X, ,,, ,,,VL2,N,,AD3,RA3,DN3,WC2,AI3, ,,0,, ,,,,AY3,AJ3, ,,,0.0,,,0,MP1,0,, ,,,Y,0.0,,N,MS1,MC1,,,, ,,AZ2,OU3,DI3, ,,,,,,,,,,,2024-08-07 06:49:28.538
ALL,1,1,N,N,2099-12-31T00:00:00.000000,N,2019-04-03T18:10:54,2019-04-03T18:06:02,,SD070,CHAMATKARIK YOUTH SAVING ACCOUNT,SBA, ,,1900-01-01T00:00:00.000000,57,,,N, ,N,0.0, ,N, ,Y,0.0,0.0,N,Y, ,FINADMIN,N, ,, ,M,AP1268, ,GROWING TOGETHER,,N, ,,OLD,N, ,N,0, ,,, ,,AIPSD070,,INFENG, ,N,,,0.0,0.0,,,,,0,0,0, ,,,,,, ,, , , ,,0.0, , , ,,,,, ,, , ,,31,0, , ,, ,,N, , ,, , ,N, ,3,INTEXPSD070,N,,,N,N,,,N,sbfe3250,sbfe3201,SF3,, ,,,N,,, ,0,,0.0,INTEXPSD070,INTEXPSD070,SB_ofti_schm_rtn, ,N, ,N, , ,,AF3,0,,,SH3,,N,,,,, ,,,0.0,,sbff0001,,Y,,,,0,0,0,0, , , ,CANUM,,,, , ,0.0,N,BB2,AG3,AE3, , ,10.0,,Y,0, ,,BZ3,UN3,AH3,SN3, ,0,SJ3, , , ,,, ,, ,0,0, ,6, , ,0,SK3,0,X, ,,, ,,,VL2,N,,AD3,RA3,DN3,WC2,AI3, ,,0,, ,,,,AY3,AJ3, ,,,0.0,,,0,MP1,0,, ,,,Y,0.0,,N,MS1,MC1,,,, ,,AZ2,OU3,DI3, ,,,,,,,,,,,2024-08-07 06:49:28.538
ALL,1,1,N,N,2099-12-31T00:00:00.000000,N,2019-04-03T18:11:13,2019-04-03T18:10:01,,SD071,CHAMATKARIK UDHYAMSHIL BACHAT KHATA,SBA, ,,1900-01-01T00:00:00.000000,57,,,N, ,N,0.0, ,N, ,Y,0.0,0.0,N,Y, ,FINADMIN,N, ,, ,M,AP1268, ,GROWING TOGETHER,,N, ,,OLD,N, ,N,0, ,,, ,,AIPSD071,,INFENG, ,N,,,0.0,0.0,,,,,0,0,0, ,,,,,, ,, , , ,,0.0, , , ,,,,, ,, , ,,31,0, , ,, ,,N, , ,, , ,N, ,3,INTEXPSD071,N,,,N,N,,,N,sbfe3250,sbfe3201,SF3,, ,,,N,,, ,0,,0.0,INTEXPSD071,INTEXPSD071,SB_ofti_schm_rtn, ,N, ,N, , ,,AF3,0,,,SH3,,N,,,,, ,,,0.0,,sbff0001,,Y,,,,0,0,0,0, , , ,CANUM,,,, , ,0.0,N,BB2,AG3,AE3, , ,10.0,,Y,0, ,,BZ3,UN3,AH3,SN3, ,0,SJ3, , , ,,, ,, ,0,0, ,6, , ,0,SK3,0,X, ,,, ,,,VL2,N,,AD3,RA3,DN3,WC2,AI3, ,,0,, ,,,,AY3,AJ3, ,,,0.0,,,0,MP1,0,, ,,,Y,0.0,,N,MS1,MC1,,,, ,,AZ2,OU3,DI3, ,,,,,,,,,,,2024-08-07 06:49:28.538
ALL,1,1,N,N,2099-12-31T00:00:00.000000,N,2019-04-03T18:33:35,2019-04-03T18:18:38,,SD072,CHAMATKARIK BAIDESHIK ROJGAR BACHAT KHATA,SBA, ,,1900-01-01T00:00:00.000000,57,,,N, ,N,0.0, ,N, ,Y,0.0,0.0,N,Y, ,FINADMIN,N, ,, ,M,AP1268, ,GROWING TOGETHER,,N, ,,OLD,N, ,N,0, ,,, ,,AIPSD072,,INFENG, ,N,,,0.0,0.0,,,,,0,0,0, ,,,,,, ,, , , ,,0.0, , , ,,,,, ,, , ,,31,0, , ,, ,,N, , ,, , ,N, ,3,INTEXPSD072,N,,,N,N,,,N,sbfe3250,sbfe3201,SF3,, ,,,N,,, ,0,,0.0,INTEXPSD072,INTEXPSD072,SB_ofti_schm_rtn, ,N, ,N, , ,,AF3,0,,,SH3,,N,,,,, ,,,0.0,,sbff0001,,Y,,,,0,0,0,0, , , ,CANUM,,,, , ,0.0,N,BB2,AG3,AE3, , ,10.0,,Y,0, ,,BZ3,UN3,AH3,SN3, ,0,SJ3, , , ,,, ,, ,0,0, ,6, , ,0,SK3,0,X, ,,, ,,,VL2,N,,AD3,RA3,DN3,WC2,AI3, ,,0,, ,,,,AY3,AJ3, ,,,0.0,,,0,MP1,0,, ,,,Y,0.0,,N,MS1,MC1,,,, ,,AZ2,OU3,DI3, ,,,,,,,,,,,2024-08-07 06:49:28.538
ALL,1,1,N,N,2099-12-31T00:00:00.000000,N,2019-04-03T18:35:25,2019-04-03T18:28:31,,SD073,CHAMATKARIK UDHYAMSHIL BACHAT KHATA,SBA, ,,1900-01-01T00:00:00.000000,57,,,N, ,N,0.0, ,N, ,Y,0.0,0.0,N,Y, ,FINADMIN,N, ,, ,M,AP1268, ,GROWING TOGETHER,,N, ,,OLD,N, ,N,0, ,,, ,,AIPSD073,,INFENG, ,N,,,0.0,0.0,,,,,0,0,0, ,,,,,, ,, , , ,,0.0, , , ,,,,, ,, , ,,31,0, , ,, ,,N, , ,, , ,N, ,3,INTEXPSD073,N,,,N,N,,,N,sbfe3250,sbfe3201,SF3,, ,,,N,,, ,0,,0.0,INTEXPSD073,INTEXPSD073,SB_ofti_schm_rtn, ,N, ,N, , ,,AF3,0,,,SH3,,N,,,,, ,,,0.0,,sbff0001,,Y,,,,0,0,0,0, , , ,CANUM,,,, , ,0.0,N,BB2,AG3,AE3, , ,10.0,,Y,0, ,,BZ3,UN3,AH3,SN3, ,0,SJ3, , , ,,, ,, ,0,0, ,6, , ,0,SK3,0,X, ,,, ,,,VL2,N,,AD3,RA3,DN3,WC2,AI3, ,,0,, ,,,,AY3,AJ3, ,,,0.0,,,0,MP1,0,, ,,,Y,0.0,,N,MS1,MC1,,,, ,,AZ2,OU3,DI3, ,,,,,,,,,,,2024-08-07 06:49:28.538
ALL,40,1,N,N,2099-12-31T00:00:00.000000,N,2019-04-07T18:00:41,2007-10-11T12:37:41,,TD03,FIXED DEP-OVER 2 YEARS,TDA, ,,1900-01-01T00:00:00.000000,TD,,,N, ,N,0.0, ,N, ,N,0.0,0.0,N,Y, ,NIRMALB,N, ,, , ,BPD2, ,GROWING TOGETHER,, ,N,,OLD,N, ,N,40, ,,, ,,AIPFDGEN,,INFENG,F,N,,,0.0,0.0,,,,,0,0,0, ,,,,,, ,, , , ,,0.0, , , ,,,,, ,, , ,,0,0, , ,, ,,N, , ,, , , , ,0,INTEXPFDGEN, ,,,N,N,APTAXFDGEN,,N,tdfe3250,tdfe3201,,, ,,,N,,, ,0,,0.0,INTEXPFDGEN,INTEXPFDGEN,TD_ofti_schm_rtn, ,Y, ,N, , ,,AF3,0,,,,,N,,,,, ,,,0.0,,tdff0009,,N,,,,0,0,0,0, , , ,CANUM,,,, , ,0.0,N,,,, , ,10.0,,Y,0, ,,,,,, ,0,SJ3, ,N, ,,, ,, ,0,0, ,0, , ,0,,0,X, ,,, ,,,VL1,N,,,RA3,DN3,WC3,, ,,0,, ,,,,,, ,,,0.0,,,0,MP2,0,,N,,,Y,0.0,,Y,MS1,,,,,N,,AZ2,,DI1, ,,,,,,,,,,,2024-08-07 06:49:28.538
ALL,2,1,N,N,2099-12-31T00:00:00.000000,N,2019-04-14T01:05:07,2019-04-03T14:31:10,,SD067,CHAMATKARIK NARI BACHAT KHATA-DIAMOND,SBA, ,,1900-01-01T00:00:00.000000,57,,,N, ,N,0.0, ,N, ,Y,0.0,0.0,N,Y, ,FINADMIN,N, ,, ,M,AP1268, ,GROWING TOGETHER,,N, ,,OLD,N, ,N,1, ,,, ,,AIPSD067,,INFENG, ,N,,,0.0,0.0,,,,,0,0,0, ,,,,,, ,, , , ,,0.0, , , ,,,,, ,, , ,,31,0, , ,, ,,N, , ,, , ,N, ,3,INTEXPSD067,N,,,N,N,,,N,sbfe3250,sbfe3201,SF3,, ,,,N,,, ,0,,0.0,INTEXPSD067,INTEXPSD067,SB_ofti_schm_rtn, ,N, ,N, , ,,AF3,0,,,SH3,,N,,,,, ,,,0.0,,sbff0001,,Y,,,,0,0,0,0, , , ,CANUM,,,, , ,0.0,N,BB3,AG3,AE3, , ,10.0,,Y,0, ,,BZ3,UN3,AH3,SN3, ,0,SJ3, , , ,,, ,, ,0,0, ,6, , ,0,SK3,0,X, ,,, ,,,VL2,N,,AD3,RA3,DN3,WC2,AI3, ,,0,, ,,,,AY3,AJ3, ,,,0.0,,,0,MP1,0,, ,,,Y,0.0,,N,MS1,MC1,,,, ,,AZ2,OU3,DI3, ,,,,,,,,,,,2024-08-07 06:49:28.538
ALL,17,1,N,N,2099-12-31T00:00:00.000000,N,2019-04-15T10:50:17,2013-06-13T18:02:00.000000,,TDSUP,SUPER DEPOSIT ACCOUNT,TDA, ,,1900-01-01T00:00:00.000000,TD,,,N, ,N,0.0, ,N, ,N,0.0,0.0,N,Y, ,RA2652,N, ,, , ,RAJESHKM, ,GROWING TOGETHER,, ,N,,OLD,N, ,N,17, ,,, ,,AIPNICBU,,INFENG,V,N,,,0.0,0.0,,,,,0,0,0, ,,,,,, ,, , , ,,0.0, , , ,,,,, ,, , ,,0,0, , ,, ,,N, , ,, , , , ,0,INTEXPSUPD, ,,,N,N,APTAXSUPER,,N,tdfe3250,tdfe3201,,, ,,,N,,, ,0,,0.0,INTEXPSUPD,INTEXPSUPD,TD_ofti_schm_rtn, ,N, ,N, , ,,AF3,0,,,,,N,,,,, ,,,0.0,,tdff0009,,N,,,,0,0,0,0, , , ,CANUM,,,, , ,0.0,N,,,, , ,10.0,,Y,0, ,,,,,, ,0,SJ3, ,N, ,,, ,, ,0,0, ,0, , ,0,,0,X, ,,, ,,,VL2,N,,,RA3,DN3,WC3,, ,,0,, ,,,,,, ,,,0.0,,,0,MP2,0,, ,,,Y,0.0,,Y,MS1,,,,, ,,AZ2,,DI1, ,,,,,,,,,,,2024-08-07 06:49:28.538
ALL,0,1,N,N,2099-12-31T00:00:00.000000,N,2019-04-25T17:13:44,2019-04-25T17:13:44,,NAEPL,DL-NIC ASIA HOME  EQUITY LOAN,LAA, ,,1900-01-01T00:00:00.000000,,,,N, , ,0.0, ,N,N,N,0.0,0.0,Y, , ,AP1268,N, ,,O, ,AP1268, ,,,N,N,,FIRST, , , ,0, ,,, ,AIRNAEDL,,AIRNAEDL,INFENG,V,N,,,0.0,0.0,,,,,0,0,0, ,,,,,, ,,N, , ,,0.0, ,D, ,,,,, ,, ,D,,0,0, , ,,N,,N, , ,, , , , ,0,INTINCNAEDL, ,,, , ,,,N,lafe3250,lafe3201,,LT3, ,,,N,,, ,0,,0.0,,INTSUSNAEDL,LA_ofti_schm_rtn, ,N,A, , , ,,,0,,CT3,,, ,,,602.0,, ,,,0.0,,laff0005,, ,,,,0,0,0,0, , , ,CANUM,DP2,,, , ,0.0,N,,,, ,P,10.0,PI2,Y,0, ,,,,,, ,0,, , , ,,, ,, ,0,0, ,0, , ,0,,0,A, ,,, ,AIRNAEDL,SE3,VL3, ,CR1,,RA3,DN3,WC3,, ,,0,, ,,,,,, ,,,0.0,,,0,MP2,0,, ,,, ,0.0,AB3,N,,,,,LG2, ,GL3,AZ2,,DI1, ,,,,,,,,,AIRNAEDL,,2024-08-07 06:49:28.538
ALL,1,1,N,N,2099-12-31T00:00:00.000000,N,2019-04-25T17:48:42,2019-04-25T17:33:28,,NAEDL,DL-NICASIA HOME EQUITY LOAN,LAA, ,,1900-01-01T00:00:00.000000,,,,N, , ,0.0, ,N,N,N,0.0,0.0,Y, , ,SS2372,N, ,,O, ,AP1268, ,,,N,N,,MONTH, , , ,0, ,,, ,AIRNAEDL,,AIRNAEDL,INFENG,V,N,,,0.0,0.0,,,,,0,0,0, ,,,,,, ,,N, , ,,0.0, ,D, ,,,,, ,, ,D,,0,0, , ,,N,,N, , ,, , , , ,0,INTINCNAEDL, ,,, , ,,,N,lafe3250,lafe3201,,LT3, ,,,N,,, ,0,,0.0,,INTSUSNAEDL,LA_ofti_schm_rtn, ,N,A, , , ,,,0,,CT3,,, ,,,602.0,, ,,,0.0,,laff0005,, ,,,,0,0,0,0, , , ,CANUM,DP2,,, , ,0.0,N,,,, ,P,10.0,PI2,Y,0, ,,,,,, ,0,, , , ,,, ,, ,0,0, ,0, , ,0,,0,A, ,,, ,AIRNAEDL,SE3,VL3, ,CR1,,RA3,DN3,WC3,, ,,0,, ,,,,,, ,,,0.0,,,0,MP2,0,, ,,, ,0.0,AB3,N,,,,,LG2, ,GL3,AZ2,,DI1, ,,,,,,,,,AIRNAEDL,,2024-08-07 06:49:28.538
ALL,1,1,N,N,2099-12-31T00:00:00.000000,N,2019-04-30T18:01:26,2019-04-30T17:48:24,,PLDLN,DL-PERSONAL LOAN,LAA, ,,1900-01-01T00:00:00.000000,PL,,,N, , ,0.0, ,N,N,N,0.0,0.0,Y, , ,RK2336,N, ,,O, ,FINADMIN, ,,,N,N,,MONTH, , , ,0, ,,, ,AIRPLDLN,,AIRPLDLN,INFENG,V,N,,,0.0,0.0,,,,,0,0,0, ,,,,,, ,,N, , ,,0.0, ,D, ,,,,, ,, ,D,,0,0, , ,,N,,N, , ,, , , , ,0,INTINCPLDLN, ,,, , ,,,N,lafe3250,lafe3201,,LT3, ,,,N,,, ,0,,0.0,,INTSUSPLDLN,LA_ofti_schm_rtn, ,N,A, , , ,,,0,,CT3,,, ,,,602.0,, ,,,0.0,,laff0005,, ,,,,0,0,0,0, , , ,CANUM,DP2,,, , ,0.0,N,,,, ,P,10.0,PI2,Y,0, ,,,,,, ,0,, , , ,,, ,, ,0,0, ,0, , ,0,,0,A, ,,, ,AIRPLDLN,SE3,VL3, ,CR1,,RA3,DN3,WC3,, ,,0,, ,,,,,, ,,,0.0,,,0,MP2,0,, ,,, ,0.0,AB3,N,,,,,LG2, ,GL3,AZ2,,DI1, ,,,,,,,,,AIRPLDLN,,2024-08-07 06:49:28.538
