rate,bg_amt,sol_id,ts_cnt,bank_id,bene_br,bg_type,br_code,cust_id,bg_b2kid,bg_class,event_id,pin_code,advn_acid,bank_code,bene_bank,bg_status,city_code,cntr_rate,dt_of_adv,func_code,lchg_time,oper_acid,paysys_id,rate_code,rcre_time,amend_rmks,appl_rules,bg_srl_num,charges_to,close_date,cntry_code,crncy_code,fb_ref_num,fd_ref_num,free_code1,free_code2,free_code3,fwc_sol_id,issue_date,limit_pcnt,nma_key_id,remit_mode,state_code,bg_liab_amt,cntr_bg_ind,invocn_date,limit_b2kid,payable_amt,tran_sol_id,amend_status,bg_adeq_type,bg_perd_days,bg_perd_mths,coll_br_code,counter_rmks,lchg_user_id,nma_key_type,org_recd_flg,rcre_user_id,reference_no,sla_category,transit_perd,bg_carved_amt,coll_corrs_br,dtls_of_chrgs,fin_limit_amt,inw_dc_b2k_id,num_of_amends,purpose_of_bg,recv_corrs_br,reversal_date,bg_expiry_date,cntr_rate_code,coll_bank_code,contingent_amt,cont_liab_acid,effective_date,entity_cre_flg,exp_party_code,invocn_cr_acid,local_corrs_br,reference_date,rmks_for_amend,appl_rules_desc,auto_renew_date,bg_ch_base_rate,bg_ch_oper_rate,bg_mr_base_rate,bg_mr_oper_rate,claim_perd_days,claim_perd_mths,cntr_bg_srl_num,coll_corrs_bank,counter_bg_dtls,fin_limit_crncy,fructified_liab,min_margin_pcnt,recv_corrs_bank,beneficiary_name,beneficiary_type,intend_to_export,local_corrs_bank,other_party_code,claim_expiry_date,final_expiry_date,invocn_lodge_date,invocn_value_date,num_of_int_amends,paysys_free_code1,paysys_free_code2,paysys_free_code3,paysys_free_code4,paysys_free_code5,amend_initiated_by,beneficiary_addr_1,beneficiary_addr_2,date_of_amendissue,import_license_num,instlmnt_freq_type,instlmnt_hldy_stat,limit_id_mandatory,payment_value_date,claim_payable_by_us,purchase_account_id,auto_renew_freq_type,auto_renew_hldy_stat,bg_ch_base_rate_code,bg_ch_oper_rate_code,bg_mr_base_rate_code,bg_mr_oper_rate_code,chrg_calc_value_date,internal_limits_reqd,ovdue_chrg_coll_upto,place_lodgemnt_claim,actual_date_of_shpmnt,auto_renew_next_cycle,contingent_crncy_code,cont_liab_contra_acid,instlmnt_freq_start_dd,instlmnt_freq_week_day,instlmnt_freq_week_num,internal_limit_upd_flg,auto_renew_freq_week_dd,probable_date_of_shpmnt,auto_renew_freq_cal_base,auto_renew_freq_week_day,auto_renew_freq_week_num,forward_contract_ref_num,mtmd_margin_referred_flg,auto_renew_applicable_flg,import_license_expiry_date,islamic_payable_account_id,updated_at
1,1135000.0,23,2,1,,BOAPG,, 23114400,DC131684,PBG,BGCHARGESPER,,,,,Z,KATHM,,,R,2013-08-01T17:07:13,23562532,,SEL,2013-08-01T12:37:22,,NONE,2313PG01000009,A,2013-08-01T00:00:00.000000,NP,NPR,,,,,,,2013-07-31T00:00:00.000000,0,DC131684,,,0.0,N,,DC15015,,23,,,35,0,,,RAJESHR,23114400.0,,ABHISHEKS,,,0,,,,,,0,Supply of Hopsital Equipments,,2013-08-01T00:00:00.000000,2013-09-03T00:00:00.000000,,,0.0,23136991,2013-07-31T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,AMDA NEPAL,O,,,,2013-09-03T00:00:00.000000,,,,,,,,,,,LALITPUR,,,,,,,,,,,,,,,,,,,,,,NPR,23136642,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,80000.0,23,2,1,,BOABB,, 23114400,DC131710,BBG,BGCHARGESBB,,,,,Z,,,,R,2013-08-14T19:13:13,23562532,,SEL,2013-08-14T18:21:30,,NONE,2313BB01000023,A,2013-08-14T00:00:00.000000,,NPR,,,,,,,2013-07-31T00:00:00.000000,0,DC131710,,,0.0,N,,DC15015,,23,,,13,0,,,RM0486,23114400.0,,BIMIKAM,,,0,,,,,,0,supply of eeg machine,,2013-08-14T00:00:00.000000,2013-08-12T00:00:00.000000,,,0.0,23137441,2013-07-31T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,TUTH,O,,,,2013-08-12T00:00:00.000000,,,,,,,,,,,MAHARAJGUNJ,NIC02GTEE6970-167,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,350000.0,23,2,1,,BOABB,, 23114400,DC131712,BBG,BGCHARGESBB,,,,,Z,,,,R,2013-08-20T17:29:31,23562532,,SEL,2013-08-20T12:27:09,,NONE,2313BB01000024,A,2013-08-20T00:00:00.000000,,NPR,,,,,,,2013-07-31T00:00:00.000000,0,DC131712,,,0.0,N,,DC15015,,23,,,20,0,,,RM0486,23114400.0,,SA0371,,,0,,,,,,0,Supply of aticles for Birendra Hospital,,2013-08-20T00:00:00.000000,2013-08-19T00:00:00.000000,,,0.0,23137441,2013-07-31T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,ADJUTANT GENERAL BRANCH (AHQ),O,,,,2013-08-19T00:00:00.000000,,,,,,,,,,,BHADRAKALI,,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,200000.0,23,2,1,,BOABB,, 23114400,DC131715,BBG,BGCHARGESBB,,,,,Z,,,,R,2013-08-20T17:29:59,23562532,,SEL,2013-08-20T12:27:30,,NONE,2313BB01000026,A,2013-08-20T00:00:00.000000,,NPR,,,,,,,2013-07-31T00:00:00.000000,0,DC131715,,,0.0,N,,DC15015,,23,,,20,0,,,RM0486,23114400.0,,SA0371,,,0,,,,,,0,Supply of Articles for Field Hospital FI,,2013-08-20T00:00:00.000000,2013-08-19T00:00:00.000000,,,0.0,23137441,2013-07-31T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,ADJUTANT GENERAL BRANCH (AHQ),O,,,,2013-08-19T00:00:00.000000,,,,,,,,,,,BHADRAKALI,NIC02GTEE6970-173,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,52000.0,23,2,1,,BOABB,, 23114400,DC131738,BBG,BGCHARGESBB,,,,,Z,,,,R,2013-09-01T19:04:44,23562532,,SEL,2013-09-01T14:16:11,,NONE,2313BB01000040,A,2013-09-01T00:00:00.000000,,NPR,,,,,,,2013-07-31T00:00:00.000000,0,DC131738,,,0.0,N,,DC15015,,23,,,32,0,,,RM0486,23114400.0,,SA0371,,,0,,,,,,0,Supply of Eye Equipments,,2013-09-01T00:00:00.000000,2013-08-31T00:00:00.000000,,,0.0,23137441,2013-07-31T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,NEPAL MEDICAL COLLEGE PVT.LTD,O,,,,2013-08-31T00:00:00.000000,,,,,,,,,,,JORPATI,NIC02GTEE6970-195,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,137000.0,23,2,1,,BOABB,, 23114400,DC131741,BBG,BGCHARGESBB,,,,,Z,,,,R,2013-09-01T19:18:48,23562532,,SEL,2013-09-01T14:16:25,,NONE,2313BB01000042,A,2013-09-01T00:00:00.000000,,NPR,,,,,,,2013-07-31T00:00:00.000000,0,DC131741,,,0.0,N,,DC15015,,23,,,32,0,,,RM0486,23114400.0,,SA0371,,,0,,,,,,0,Supply of Hospital Surgical Equipments,,2013-09-01T00:00:00.000000,2013-08-31T00:00:00.000000,,,0.0,23137441,2013-07-31T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,NEPAL MEDICAL COLLEGE PVT.LTD,O,,,,2013-08-31T00:00:00.000000,,,,,,,,,,,JORPATI,NIC02GTEE6970-196,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,375000.0,23,2,1,,BOABB,, 23114400,DC132239,BBG,BGCHARGESBB,,,,,Z,,,,R,2013-09-03T14:34:06,23562532,,SEL,2013-09-03T13:25:14,,NONE,2313BB01000097,A,2013-09-03T00:00:00.000000,,NPR,,,,,,,2013-08-07T00:00:00.000000,0,DC132239,,,0.0,N,,DC15015,,23,,,29,3,,,RM0486,23114400.0,,ABHISHEKS,,,0,,,,,,0,SUPPLY OF MEDICAL EQUIPMENTS,,2013-09-03T00:00:00.000000,2013-12-05T00:00:00.000000,,,0.0,23137441,2013-08-07T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,FAMILY PLANNING ASSOCIATION OF NEPAL,O,,,,2013-12-05T00:00:00.000000,,,,,,,,,,,LALITPUR,,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,60000.0,23,2,1,,BOABB,, 23114400,DC131682,BBG,BGCHARGESBB,,,,,Z,KATHM,,,R,2013-09-06T18:33:27,23562532,,SEL,2013-09-06T18:30:46,,NONE,2313BB01000015,A,2013-09-06T00:00:00.000000,NP,NPR,,,,,,,2013-07-31T00:00:00.000000,0,DC131682,,,0.0,N,,DC15015,,23,,,36,0,,,RM0486,23114400.0,,SA0371,,,0,,,,,,0,Supply of ECG Bedside Monitor,,2013-09-06T00:00:00.000000,2013-09-04T00:00:00.000000,,,0.0,23137441,2013-07-31T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,MAN MOHAN CARDIOTHORACIC VASCULAR TRANSP,O,,,,2013-09-04T00:00:00.000000,,,,,,,,,,,MAHARAJGUNJ,,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,1100000.0,23,2,1,,BOABB,, 23114400,DC131727,BBG,BGCHARGESBB,,,,,Z,,,,R,2013-09-08T17:36:33,23562532,,SEL,2013-09-08T15:22:02,,NONE,2313BB01000034,A,2013-09-08T00:00:00.000000,,NPR,,,,,,,2013-07-31T00:00:00.000000,0,DC131727,,,0.0,N,,DC15015,,23,,,39,0,,,RM0486,23114400.0,,SA0371,,,0,,,,,,0,supply of Safe Motherhood/Neo-Natal Heal,,2013-09-08T00:00:00.000000,2013-09-07T00:00:00.000000,,,0.0,23137441,2013-07-31T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,DEPARTMENT OF HEALTH SERVICES,O,,,,2013-09-07T00:00:00.000000,,,,,,,,,,,TEKU,NIC02GTEE6970-185,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,650000.0,22,2,1,,BOABB,, 22133473,DC132152,BBG,BGCHARGESBB,,,,,Z,,,,R,2013-09-15T20:17:14,22562131,,SEL,2013-09-15T20:13:57,,NONE,2213BB01000005,A,2013-09-15T00:00:00.000000,,NPR,,,,,,,2013-08-05T00:00:00.000000,0,DC132152,,,0.0,N,,DC14338,,22,,,9,1,,,RM0486,22133473.0,,ABHISHEKS,,,0,,,,,,0,Communication Spare Parts,,2013-09-15T00:00:00.000000,2013-09-13T00:00:00.000000,,,0.0,22136355,2013-08-05T00:00:00.000000,Y,,2282225,,,,,,0,0,0,0,0,0,,,,,0,,,ARMED POLICE FORCE HEADQUARTER,O,,,,2013-09-13T00:00:00.000000,,,,,,,,,,,"HALCHOWK,KATHMANDU",,,,,,,,,,,,,,,,,,,,,,NPR,22136343,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,161000.0,22,2,1,,BOABB,, 22133473,DC132153,BBG,BGCHARGESBB,,,,,Z,,,,R,2013-09-16T20:12:50,22562131,,SEL,2013-09-16T20:07:56,,NONE,2213BB01000006,A,2013-09-16T00:00:00.000000,,NPR,,,,,,,2013-08-05T00:00:00.000000,0,DC132153,,,0.0,N,,DC14338,,22,,,10,1,,,RM0486,22133473.0,,ABHISHEKS,,,0,,,,,,0,Communication Spare Parts,,2013-09-16T00:00:00.000000,2013-09-14T00:00:00.000000,,,0.0,22136355,2013-08-05T00:00:00.000000,Y,,2282225,,,,,,0,0,0,0,0,0,,,,,0,,,ARMED POLICE FORCE HEADQUARTER,O,,,,2013-09-14T00:00:00.000000,,,,,,,,,,,"HALCHOWK,KATHMANDU",,,,,,,,,,,,,,,,,,,,,,NPR,22136343,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,375000.0,22,2,1,,BOABB,, 22133473,DC132154,BBG,BGCHARGESBB,,,,,Z,,,,R,2013-09-23T17:25:50,22562131,,SEL,2013-09-23T16:12:43,,NONE,2213BB01000007,A,2013-09-23T00:00:00.000000,,NPR,,,,,,,2013-08-05T00:00:00.000000,0,DC132154,,,0.0,N,,DC14338,,22,,,18,1,,,RM0486,22133473.0,,SA0371,,,0,,,,,,0,Supply of Specail boot,,2013-09-23T00:00:00.000000,2013-09-22T00:00:00.000000,,,0.0,22136355,2013-08-05T00:00:00.000000,Y,,2282225,,,,,,0,0,0,0,0,0,,,,,0,,,NEPALESE ARMY,O,,,,2013-09-22T00:00:00.000000,,,,,,,,,,,"KATHMANDU,NEPAL",,,,,,,,,,,,,,,,,,,,,,NPR,22136343,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,1370000.0,22,2,1,,BOAAG,, 22133142,DC132228,APG,BGCHARGES,,,,,Z,,,,R,2013-09-23T17:26:22,22562003,,SEL,2013-09-23T16:10:19,,NONE,2213AG01000002,A,2013-09-23T00:00:00.000000,,NPR,,,,,,,2013-08-07T00:00:00.000000,0,DC132228,,,0.0,N,,DC13960,,22,,,47,0,,,RM0486,22133142.0,,SA0371,,,0,,,,,,0,CTNICBGAPG003/6970,,2013-09-23T00:00:00.000000,2013-09-22T00:00:00.000000,,,0.0,22136356,2013-08-07T00:00:00.000000,Y,,2282225,,,,,,0,0,0,0,0,0,,,,,0,,,CTNICBGAPG003/6970,O,,,,2013-09-22T00:00:00.000000,,,,,,,,,,,CTNICBGAPG003/6970,,,,,,,,,,,,,,,,,,,,,,NPR,22136344,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,90000.0,23,2,1,,BOABB,, 23114400,DC131729,BBG,BGCHARGESBB,,,,,Z,,,,Z,2013-09-30T18:24:57,23562532,,SEL,2013-09-30T17:56:24,,NONE,2313BB01000036,A,2013-09-30T00:00:00.000000,,NPR,,,,,,,2013-07-31T00:00:00.000000,0,DC131729,,,0.0,N,,DC15015,,23,,,59,0,,,RM0486,23114400.0,,SA0371,,,0,,,,,,0,Supply of Defibrillator Machine,,2013-09-29T00:00:00.000000,2013-09-27T00:00:00.000000,,,0.0,23137441,2013-07-31T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,CIVIL SERVICE HOSPITAL,O,,,,2013-09-27T00:00:00.000000,,,,,,,,,,,MIN BHAWAN,NIC02GTEE6970-190,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
1,500000.0,23,2,1,,BOABB,, 23114400,DC131750,BBG,BGCHARGESBB,,,,,Z,,,,R,2013-10-06T20:13:44,23562532,,SEL,2013-10-06T20:10:01,,NONE,2313BB01000046,A,2013-10-06T00:00:00.000000,,NPR,,,,,,,2013-07-31T00:00:00.000000,0,DC131750,,,0.0,N,,DC15015,,23,,,67,0,,,RM0486,23114400.0,,SS0358,,,0,,,,,,0,Supply of hospital equipments,,2013-10-06T00:00:00.000000,2013-10-05T00:00:00.000000,,,0.0,23137441,2013-07-31T00:00:00.000000,Y,,23107812,,,,,,0,0,0,0,0,0,,,,,0,,,"KARNALI ACADEMY OF HEALTH SERVICE, JUMLA",O,,,,2013-10-05T00:00:00.000000,,,,,,,,,,,NIC02GTEE6970-201,,,,,,,,,,,,,,,,,,,,,,NPR,23136676,0,0,,,,,,,,,N,N,,,2024-08-07 06:42:00.068
